Timestamp,TipoOperacao,PrecodeCompra,QuntComprada,PrecodeVenda,ValorTotalVendido,Lucro,ValorInestido
2026-04-05 09:56:03,COMPRA 1,345723.0,3e-05,,,,10.371690000000001
2026-04-05 11:56:13,VENDA TOTAL,,3e-05,346577.0,10.397310000000001,0.025619999999999976,10.371690000000001
2026-04-05 14:12:07,COMPRA 1,348185.0,3e-05,,,,10.44555
2026-04-05 19:12:44,VENDA TOTAL,,3e-05,349393.0,10.48179,0.036239999999999384,10.44555
2026-04-05 21:05:23,COMPRA 1,358749.0,3e-05,,,,10.76247
2026-04-07 12:10:36,COMPRA 2,350859.0,3e-05,,,,10.52577
2026-04-08 10:31:44,VENDA TOTAL,,6e-05,367235.0,22.034100000000002,0.7458600000000004,21.288240000000002
2026-04-08 11:46:12,COMPRA 1,363394.0,4e-05,,,,14.535760000000002
